sequence_id,status,subject_id,seq_name,num_frames,object_id,extri_path,sensor_data_dir,label_dir
p004__ShortCylinder_g2__T02,ok,p004,p004/ShortCylinder_g2/T02,100,ShortCylinder,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__ShortCylinder_g2__T02,subjects/p004/labels/p004__ShortCylinder_g2__T02
p004__ShortCylinder_g2__T03,ok,p004,p004/ShortCylinder_g2/T03,105,ShortCylinder,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__ShortCylinder_g2__T03,subjects/p004/labels/p004__ShortCylinder_g2__T03
p004__ShortCylinder_g3__T01,ok,p004,p004/ShortCylinder_g3/T01,107,ShortCylinder,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__ShortCylinder_g3__T01,subjects/p004/labels/p004__ShortCylinder_g3__T01
p004__ShortCylinder_g3__T02,ok,p004,p004/ShortCylinder_g3/T02,132,ShortCylinder,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__ShortCylinder_g3__T02,subjects/p004/labels/p004__ShortCylinder_g3__T02
p004__ShortCylinder_g3__T03,ok,p004,p004/ShortCylinder_g3/T03,105,ShortCylinder,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__ShortCylinder_g3__T03,subjects/p004/labels/p004__ShortCylinder_g3__T03
p004__ShortCylinder_g5__T01,ok,p004,p004/ShortCylinder_g5/T01,128,ShortCylinder,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__ShortCylinder_g5__T01,subjects/p004/labels/p004__ShortCylinder_g5__T01
p004__ShortCylinder_g5__T02,ok,p004,p004/ShortCylinder_g5/T02,99,ShortCylinder,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__ShortCylinder_g5__T02,subjects/p004/labels/p004__ShortCylinder_g5__T02
p004__ShortCylinder_g5__T03,ok,p004,p004/ShortCylinder_g5/T03,100,ShortCylinder,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__ShortCylinder_g5__T03,subjects/p004/labels/p004__ShortCylinder_g5__T03
p004__Spoon_g2__T01,ok,p004,p004/Spoon_g2/T01,130,Spoon,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__Spoon_g2__T01,subjects/p004/labels/p004__Spoon_g2__T01
p004__Spoon_g2__T02,ok,p004,p004/Spoon_g2/T02,111,Spoon,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__Spoon_g2__T02,subjects/p004/labels/p004__Spoon_g2__T02
p004__Spoon_g2__T03,ok,p004,p004/Spoon_g2/T03,116,Spoon,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__Spoon_g2__T03,subjects/p004/labels/p004__Spoon_g2__T03
p004__Spoon_g3__T01,ok,p004,p004/Spoon_g3/T01,213,Spoon,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__Spoon_g3__T01,subjects/p004/labels/p004__Spoon_g3__T01
p004__Spoon_g3__T02,ok,p004,p004/Spoon_g3/T02,116,Spoon,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__Spoon_g3__T02,subjects/p004/labels/p004__Spoon_g3__T02
p004__Spoon_g3__T03,ok,p004,p004/Spoon_g3/T03,148,Spoon,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__Spoon_g3__T03,subjects/p004/labels/p004__Spoon_g3__T03
p004__Spoon_g5__T01,ok,p004,p004/Spoon_g5/T01,113,Spoon,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__Spoon_g5__T01,subjects/p004/labels/p004__Spoon_g5__T01
p004__Spoon_g5__T02,ok,p004,p004/Spoon_g5/T02,123,Spoon,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__Spoon_g5__T02,subjects/p004/labels/p004__Spoon_g5__T02
p004__Spoon_g5__T03,ok,p004,p004/Spoon_g5/T03,192,Spoon,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__Spoon_g5__T03,subjects/p004/labels/p004__Spoon_g5__T03
p004__Stapler_g2__T01,ok,p004,p004/Stapler_g2/T01,134,Stapler,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__Stapler_g2__T01,subjects/p004/labels/p004__Stapler_g2__T01
p004__Stapler_g2__T02,ok,p004,p004/Stapler_g2/T02,120,Stapler,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__Stapler_g2__T02,subjects/p004/labels/p004__Stapler_g2__T02
p004__Stapler_g2__T03,ok,p004,p004/Stapler_g2/T03,121,Stapler,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__Stapler_g2__T03,subjects/p004/labels/p004__Stapler_g2__T03
p004__Stapler_g3__T01,ok,p004,p004/Stapler_g3/T01,113,Stapler,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__Stapler_g3__T01,subjects/p004/labels/p004__Stapler_g3__T01
p004__Stapler_g3__T02,ok,p004,p004/Stapler_g3/T02,130,Stapler,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__Stapler_g3__T02,subjects/p004/labels/p004__Stapler_g3__T02
p004__Stapler_g3__T03,ok,p004,p004/Stapler_g3/T03,119,Stapler,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__Stapler_g3__T03,subjects/p004/labels/p004__Stapler_g3__T03
p004__Stapler_g5__T01,ok,p004,p004/Stapler_g5/T01,115,Stapler,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__Stapler_g5__T01,subjects/p004/labels/p004__Stapler_g5__T01
p004__Stapler_g5__T02,ok,p004,p004/Stapler_g5/T02,118,Stapler,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__Stapler_g5__T02,subjects/p004/labels/p004__Stapler_g5__T02
p004__Stapler_g5__T03,ok,p004,p004/Stapler_g5/T03,114,Stapler,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__Stapler_g5__T03,subjects/p004/labels/p004__Stapler_g5__T03
p004__TallCylinder_g2__T01,ok,p004,p004/TallCylinder_g2/T01,96,TallCylinder,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__TallCylinder_g2__T01,subjects/p004/labels/p004__TallCylinder_g2__T01
p004__TallCylinder_g2__T02,ok,p004,p004/TallCylinder_g2/T02,93,TallCylinder,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__TallCylinder_g2__T02,subjects/p004/labels/p004__TallCylinder_g2__T02
p004__TallCylinder_g2__T03,ok,p004,p004/TallCylinder_g2/T03,95,TallCylinder,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__TallCylinder_g2__T03,subjects/p004/labels/p004__TallCylinder_g2__T03
p004__TallCylinder_g3__T01,ok,p004,p004/TallCylinder_g3/T01,107,TallCylinder,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__TallCylinder_g3__T01,subjects/p004/labels/p004__TallCylinder_g3__T01
p004__TallCylinder_g3__T02,ok,p004,p004/TallCylinder_g3/T02,140,TallCylinder,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__TallCylinder_g3__T02,subjects/p004/labels/p004__TallCylinder_g3__T02
p004__TallCylinder_g3__T03,ok,p004,p004/TallCylinder_g3/T03,114,TallCylinder,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__TallCylinder_g3__T03,subjects/p004/labels/p004__TallCylinder_g3__T03
p004__TallCylinder_g5__T01,ok,p004,p004/TallCylinder_g5/T01,102,TallCylinder,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__TallCylinder_g5__T01,subjects/p004/labels/p004__TallCylinder_g5__T01
p004__TallCylinder_g5__T02,ok,p004,p004/TallCylinder_g5/T02,89,TallCylinder,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__TallCylinder_g5__T02,subjects/p004/labels/p004__TallCylinder_g5__T02
p004__TallCylinder_g5__T03,ok,p004,p004/TallCylinder_g5/T03,96,TallCylinder,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__TallCylinder_g5__T03,subjects/p004/labels/p004__TallCylinder_g5__T03
p005__banana_g2__T01,ok,p005,p005/banana_g2/T01,159,banana,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p005/sensor_data/p005__banana_g2__T01,subjects/p005/labels/p005__banana_g2__T01
p005__banana_g2__T02,ok,p005,p005/banana_g2/T02,110,banana,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p005/sensor_data/p005__banana_g2__T02,subjects/p005/labels/p005__banana_g2__T02
p005__banana_g2__T03,ok,p005,p005/banana_g2/T03,144,banana,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p005/sensor_data/p005__banana_g2__T03,subjects/p005/labels/p005__banana_g2__T03
p005__banana_g3__T01,ok,p005,p005/banana_g3/T01,165,banana,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p005/sensor_data/p005__banana_g3__T01,subjects/p005/labels/p005__banana_g3__T01
p005__banana_g3__T02,ok,p005,p005/banana_g3/T02,109,banana,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p005/sensor_data/p005__banana_g3__T02,subjects/p005/labels/p005__banana_g3__T02
p005__banana_g3__T03,ok,p005,p005/banana_g3/T03,117,banana,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p005/sensor_data/p005__banana_g3__T03,subjects/p005/labels/p005__banana_g3__T03
p005__banana_g5__T01,ok,p005,p005/banana_g5/T01,143,banana,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p005/sensor_data/p005__banana_g5__T01,subjects/p005/labels/p005__banana_g5__T01
p005__banana_g5__T02,ok,p005,p005/banana_g5/T02,151,banana,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p005/sensor_data/p005__banana_g5__T02,subjects/p005/labels/p005__banana_g5__T02
p005__banana_g5__T03,ok,p005,p005/banana_g5/T03,110,banana,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p005/sensor_data/p005__banana_g5__T03,subjects/p005/labels/p005__banana_g5__T03
p005__CosmeticPumpBottle_g2__T01,ok,p005,p005/CosmeticPumpBottle_g2/T01,118,CosmeticPumpBottle,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p005/sensor_data/p005__CosmeticPumpBottle_g2__T01,subjects/p005/labels/p005__CosmeticPumpBottle_g2__T01
p005__CosmeticPumpBottle_g2__T02,ok,p005,p005/CosmeticPumpBottle_g2/T02,128,CosmeticPumpBottle,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p005/sensor_data/p005__CosmeticPumpBottle_g2__T02,subjects/p005/labels/p005__CosmeticPumpBottle_g2__T02
p005__CosmeticPumpBottle_g2__T03,ok,p005,p005/CosmeticPumpBottle_g2/T03,91,CosmeticPumpBottle,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p005/sensor_data/p005__CosmeticPumpBottle_g2__T03,subjects/p005/labels/p005__CosmeticPumpBottle_g2__T03
p005__CosmeticPumpBottle_g3__T01,ok,p005,p005/CosmeticPumpBottle_g3/T01,120,CosmeticPumpBottle,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p005/sensor_data/p005__CosmeticPumpBottle_g3__T01,subjects/p005/labels/p005__CosmeticPumpBottle_g3__T01
p005__CosmeticPumpBottle_g3__T02,ok,p005,p005/CosmeticPumpBottle_g3/T02,105,CosmeticPumpBottle,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p005/sensor_data/p005__CosmeticPumpBottle_g3__T02,subjects/p005/labels/p005__CosmeticPumpBottle_g3__T02
p005__CosmeticPumpBottle_g3__T03,ok,p005,p005/CosmeticPumpBottle_g3/T03,151,CosmeticPumpBottle,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p005/sensor_data/p005__CosmeticPumpBottle_g3__T03,subjects/p005/labels/p005__CosmeticPumpBottle_g3__T03
p005__CosmeticPumpBottle_g5__T01,ok,p005,p005/CosmeticPumpBottle_g5/T01,124,CosmeticPumpBottle,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p005/sensor_data/p005__CosmeticPumpBottle_g5__T01,subjects/p005/labels/p005__CosmeticPumpBottle_g5__T01
p005__CosmeticPumpBottle_g5__T02,ok,p005,p005/CosmeticPumpBottle_g5/T02,122,CosmeticPumpBottle,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p005/sensor_data/p005__CosmeticPumpBottle_g5__T02,subjects/p005/labels/p005__CosmeticPumpBottle_g5__T02
p005__CosmeticPumpBottle_g5__T03,ok,p005,p005/CosmeticPumpBottle_g5/T03,116,CosmeticPumpBottle,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p005/sensor_data/p005__CosmeticPumpBottle_g5__T03,subjects/p005/labels/p005__CosmeticPumpBottle_g5__T03
p005__cup_g2__T01,ok,p005,p005/cup_g2/T01,158,cup,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p005/sensor_data/p005__cup_g2__T01,subjects/p005/labels/p005__cup_g2__T01
p005__cup_g2__T02,ok,p005,p005/cup_g2/T02,139,cup,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p005/sensor_data/p005__cup_g2__T02,subjects/p005/labels/p005__cup_g2__T02
p005__cup_g2__T03,ok,p005,p005/cup_g2/T03,120,cup,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p005/sensor_data/p005__cup_g2__T03,subjects/p005/labels/p005__cup_g2__T03
p005__cup_g3__T01,ok,p005,p005/cup_g3/T01,130,cup,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p005/sensor_data/p005__cup_g3__T01,subjects/p005/labels/p005__cup_g3__T01
p005__cup_g3__T02,ok,p005,p005/cup_g3/T02,112,cup,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p005/sensor_data/p005__cup_g3__T02,subjects/p005/labels/p005__cup_g3__T02
p005__cup_g3__T03,ok,p005,p005/cup_g3/T03,122,cup,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p005/sensor_data/p005__cup_g3__T03,subjects/p005/labels/p005__cup_g3__T03
p005__cup_g5__T01,ok,p005,p005/cup_g5/T01,121,cup,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p005/sensor_data/p005__cup_g5__T01,subjects/p005/labels/p005__cup_g5__T01
p005__cup_g5__T02,ok,p005,p005/cup_g5/T02,126,cup,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p005/sensor_data/p005__cup_g5__T02,subjects/p005/labels/p005__cup_g5__T02
p005__cup_g5__T03,ok,p005,p005/cup_g5/T03,117,cup,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p005/sensor_data/p005__cup_g5__T03,subjects/p005/labels/p005__cup_g5__T03
p005__cutter_g2__T01,ok,p005,p005/cutter_g2/T01,113,cutter,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p005/sensor_data/p005__cutter_g2__T01,subjects/p005/labels/p005__cutter_g2__T01
p005__cutter_g2__T02,ok,p005,p005/cutter_g2/T02,132,cutter,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p005/sensor_data/p005__cutter_g2__T02,subjects/p005/labels/p005__cutter_g2__T02
p005__cutter_g2__T03,ok,p005,p005/cutter_g2/T03,106,cutter,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p005/sensor_data/p005__cutter_g2__T03,subjects/p005/labels/p005__cutter_g2__T03
p005__cutter_g3__T01,ok,p005,p005/cutter_g3/T01,132,cutter,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p005/sensor_data/p005__cutter_g3__T01,subjects/p005/labels/p005__cutter_g3__T01
p005__cutter_g3__T02,ok,p005,p005/cutter_g3/T02,112,cutter,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p005/sensor_data/p005__cutter_g3__T02,subjects/p005/labels/p005__cutter_g3__T02
p005__cutter_g3__T03,ok,p005,p005/cutter_g3/T03,122,cutter,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p005/sensor_data/p005__cutter_g3__T03,subjects/p005/labels/p005__cutter_g3__T03
p005__cutter_g5__T01,ok,p005,p005/cutter_g5/T01,117,cutter,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p005/sensor_data/p005__cutter_g5__T01,subjects/p005/labels/p005__cutter_g5__T01
p005__cutter_g5__T02,ok,p005,p005/cutter_g5/T02,122,cutter,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p005/sensor_data/p005__cutter_g5__T02,subjects/p005/labels/p005__cutter_g5__T02
p005__cutter_g5__T03,ok,p005,p005/cutter_g5/T03,106,cutter,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p005/sensor_data/p005__cutter_g5__T03,subjects/p005/labels/p005__cutter_g5__T03
p005__HandCream_g2__T01,ok,p005,p005/HandCream_g2/T01,136,HandCream,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p005/sensor_data/p005__HandCream_g2__T01,subjects/p005/labels/p005__HandCream_g2__T01
p005__HandCream_g2__T02,ok,p005,p005/HandCream_g2/T02,137,HandCream,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p005/sensor_data/p005__HandCream_g2__T02,subjects/p005/labels/p005__HandCream_g2__T02
p005__HandCream_g2__T03,ok,p005,p005/HandCream_g2/T03,92,HandCream,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p005/sensor_data/p005__HandCream_g2__T03,subjects/p005/labels/p005__HandCream_g2__T03
p005__HandCream_g3__T01,ok,p005,p005/HandCream_g3/T01,127,HandCream,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p005/sensor_data/p005__HandCream_g3__T01,subjects/p005/labels/p005__HandCream_g3__T01
p005__HandCream_g3__T02,ok,p005,p005/HandCream_g3/T02,109,HandCream,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p005/sensor_data/p005__HandCream_g3__T02,subjects/p005/labels/p005__HandCream_g3__T02
p005__HandCream_g3__T03,ok,p005,p005/HandCream_g3/T03,135,HandCream,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p005/sensor_data/p005__HandCream_g3__T03,subjects/p005/labels/p005__HandCream_g3__T03
p005__HandCream_g5__T01,ok,p005,p005/HandCream_g5/T01,121,HandCream,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p005/sensor_data/p005__HandCream_g5__T01,subjects/p005/labels/p005__HandCream_g5__T01
p005__HandCream_g5__T02,ok,p005,p005/HandCream_g5/T02,123,HandCream,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p005/sensor_data/p005__HandCream_g5__T02,subjects/p005/labels/p005__HandCream_g5__T02
p005__HandCream_g5__T03,ok,p005,p005/HandCream_g5/T03,132,HandCream,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p005/sensor_data/p005__HandCream_g5__T03,subjects/p005/labels/p005__HandCream_g5__T03
p005__Hotmeltgluegun_g2__T01,ok,p005,p005/Hotmeltgluegun_g2/T01,137,Hotmeltgluegun,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p005/sensor_data/p005__Hotmeltgluegun_g2__T01,subjects/p005/labels/p005__Hotmeltgluegun_g2__T01
p005__Hotmeltgluegun_g2__T02,ok,p005,p005/Hotmeltgluegun_g2/T02,123,Hotmeltgluegun,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p005/sensor_data/p005__Hotmeltgluegun_g2__T02,subjects/p005/labels/p005__Hotmeltgluegun_g2__T02
p005__Hotmeltgluegun_g2__T03,ok,p005,p005/Hotmeltgluegun_g2/T03,120,Hotmeltgluegun,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p005/sensor_data/p005__Hotmeltgluegun_g2__T03,subjects/p005/labels/p005__Hotmeltgluegun_g2__T03
p005__Hotmeltgluegun_g3__T01,ok,p005,p005/Hotmeltgluegun_g3/T01,117,Hotmeltgluegun,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p005/sensor_data/p005__Hotmeltgluegun_g3__T01,subjects/p005/labels/p005__Hotmeltgluegun_g3__T01
p005__Hotmeltgluegun_g3__T02,ok,p005,p005/Hotmeltgluegun_g3/T02,122,Hotmeltgluegun,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p005/sensor_data/p005__Hotmeltgluegun_g3__T02,subjects/p005/labels/p005__Hotmeltgluegun_g3__T02
p005__Hotmeltgluegun_g3__T03,ok,p005,p005/Hotmeltgluegun_g3/T03,121,Hotmeltgluegun,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p005/sensor_data/p005__Hotmeltgluegun_g3__T03,subjects/p005/labels/p005__Hotmeltgluegun_g3__T03
p005__Hotmeltgluegun_g5__T01,ok,p005,p005/Hotmeltgluegun_g5/T01,118,Hotmeltgluegun,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p005/sensor_data/p005__Hotmeltgluegun_g5__T01,subjects/p005/labels/p005__Hotmeltgluegun_g5__T01
p005__Hotmeltgluegun_g5__T02,ok,p005,p005/Hotmeltgluegun_g5/T02,118,Hotmeltgluegun,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p005/sensor_data/p005__Hotmeltgluegun_g5__T02,subjects/p005/labels/p005__Hotmeltgluegun_g5__T02
p005__Hotmeltgluegun_g5__T03,ok,p005,p005/Hotmeltgluegun_g5/T03,116,Hotmeltgluegun,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p005/sensor_data/p005__Hotmeltgluegun_g5__T03,subjects/p005/labels/p005__Hotmeltgluegun_g5__T03
p005__plate_g2__T01,ok,p005,p005/plate_g2/T01,139,plate,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p005/sensor_data/p005__plate_g2__T01,subjects/p005/labels/p005__plate_g2__T01
p005__plate_g2__T02,ok,p005,p005/plate_g2/T02,125,plate,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p005/sensor_data/p005__plate_g2__T02,subjects/p005/labels/p005__plate_g2__T02
p005__plate_g2__T03,ok,p005,p005/plate_g2/T03,126,plate,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p005/sensor_data/p005__plate_g2__T03,subjects/p005/labels/p005__plate_g2__T03
p005__plate_g3__T01,ok,p005,p005/plate_g3/T01,120,plate,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p005/sensor_data/p005__plate_g3__T01,subjects/p005/labels/p005__plate_g3__T01
p005__plate_g3__T02,ok,p005,p005/plate_g3/T02,123,plate,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p005/sensor_data/p005__plate_g3__T02,subjects/p005/labels/p005__plate_g3__T02
p005__plate_g3__T03,ok,p005,p005/plate_g3/T03,120,plate,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p005/sensor_data/p005__plate_g3__T03,subjects/p005/labels/p005__plate_g3__T03
p005__plate_g5__T01,ok,p005,p005/plate_g5/T01,123,plate,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p005/sensor_data/p005__plate_g5__T01,subjects/p005/labels/p005__plate_g5__T01
p005__plate_g5__T02,ok,p005,p005/plate_g5/T02,117,plate,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p005/sensor_data/p005__plate_g5__T02,subjects/p005/labels/p005__plate_g5__T02
p005__plate_g5__T03,ok,p005,p005/plate_g5/T03,112,plate,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p005/sensor_data/p005__plate_g5__T03,subjects/p005/labels/p005__plate_g5__T03
p005__Pliers_g2__T01,ok,p005,p005/Pliers_g2/T01,138,Pliers,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p005/sensor_data/p005__Pliers_g2__T01,subjects/p005/labels/p005__Pliers_g2__T01
p005__Pliers_g2__T02,ok,p005,p005/Pliers_g2/T02,119,Pliers,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p005/sensor_data/p005__Pliers_g2__T02,subjects/p005/labels/p005__Pliers_g2__T02
p005__Pliers_g2__T03,ok,p005,p005/Pliers_g2/T03,122,Pliers,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p005/sensor_data/p005__Pliers_g2__T03,subjects/p005/labels/p005__Pliers_g2__T03
p005__Pliers_g3__T01,ok,p005,p005/Pliers_g3/T01,145,Pliers,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p005/sensor_data/p005__Pliers_g3__T01,subjects/p005/labels/p005__Pliers_g3__T01
p005__Pliers_g3__T02,ok,p005,p005/Pliers_g3/T02,123,Pliers,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p005/sensor_data/p005__Pliers_g3__T02,subjects/p005/labels/p005__Pliers_g3__T02
p005__Pliers_g3__T03,ok,p005,p005/Pliers_g3/T03,118,Pliers,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p005/sensor_data/p005__Pliers_g3__T03,subjects/p005/labels/p005__Pliers_g3__T03
p005__Pliers_g5__T01,ok,p005,p005/Pliers_g5/T01,116,Pliers,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p005/sensor_data/p005__Pliers_g5__T01,subjects/p005/labels/p005__Pliers_g5__T01
p005__Pliers_g5__T02,ok,p005,p005/Pliers_g5/T02,119,Pliers,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p005/sensor_data/p005__Pliers_g5__T02,subjects/p005/labels/p005__Pliers_g5__T02
p005__Pliers_g5__T03,ok,p005,p005/Pliers_g5/T03,127,Pliers,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p005/sensor_data/p005__Pliers_g5__T03,subjects/p005/labels/p005__Pliers_g5__T03
p005__PottedMeatCan_g2__T01,ok,p005,p005/PottedMeatCan_g2/T01,125,PottedMeatCan,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p005/sensor_data/p005__PottedMeatCan_g2__T01,subjects/p005/labels/p005__PottedMeatCan_g2__T01
p005__PottedMeatCan_g2__T02,ok,p005,p005/PottedMeatCan_g2/T02,116,PottedMeatCan,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p005/sensor_data/p005__PottedMeatCan_g2__T02,subjects/p005/labels/p005__PottedMeatCan_g2__T02
p005__PottedMeatCan_g2__T03,ok,p005,p005/PottedMeatCan_g2/T03,118,PottedMeatCan,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p005/sensor_data/p005__PottedMeatCan_g2__T03,subjects/p005/labels/p005__PottedMeatCan_g2__T03
